en,nl,en-nl,nl-en
pocket,komen,0.0217174775,0
pocket,commanderen,0,0.0357340027
pocket,overstromen,0,0.0236022276
pocket,zakken,0.1587262365,0.1776043431
pocket,bijleggen,0,0.0111711039
pocket,legen,0,0.0518501222
pocket,gemiddeld,0,0.020176008
chairman,sindsdien,0.0832992411,0
chairman,chemicus,0,0.0134997492
chairman,voorzitter,0.4489829095,0.2519870929
chairman,meneer,0.0832992411,0
chairman,ja,0.0412331243,0
chairman,directeur,0.0163266513,0
finally,veiling,0.0227323205,0
finally,slot,0.0152627073,0.0323430927
finally,finally,0,1
finally,toen,0.0100931503,0
finally,uiteindelijk,0.0824894535,0.1233732654
finally,definitief,0,0.0134326951
finally,tot,0.0115934835,0
finally,schoonbroer,0,0.1999485332
finally,ik,0.011911736,0
finally,bedaren,0,0.0362399964
finally,tenslotte,0.0646397626,0.3446162053
finally,dan,0.0247057133,0
finally,eindelijk,0.5775019323,0.5155797728
grocer,winkelier,0.0324587503,0
grocer,hasj,0.045187672,0
grocer,kruidenier,0.4061435226,0.209818055
razor,scheermachine,0,0.831
razor,op,0.0173171065,0
razor,scheren,0.0310168619,0.0151286489
razor,mes,0.0172401416,0
razor,scheerapparaat,0.0658819697,0.6333221424
razor,prikkeldraad,0,0.1501035924
razor,vlijmscherp,0.0115447377,0.5435145047
razor,scheermes,0.2903935457,0.6423687743
razor,messcherp,0,0.2139462982
cyclone,tornado,0.1111330508,0
cyclone,cycloon,0.2946137175,0.4814938306
cyclone,meteen,0.0555665254,0
cyclone,wervelstorm,0.0366739067,0.2163333221
lid,verklappen,0,0.0333473457
lid,doordraven,0,0.2499999844
lid,zwellen,0.0239261059,0.0223179122
lid,opzuigen,0,0.2500348149
lid,meloen,0.0707781912,0
lid,kaas,0.0124631163,0
lid,bedekken,0,0.0333400937
lid,ja,0.0128477804,0
lid,doofpot,0,0.017369802
lid,hoed,0.0110260882,0
lid,wel,0.0550838966,0
lid,spruit,0.0110013928,0.1000176831
lid,deksel,0.3129626976,0.6902245648
lid,onderzijde,0,0.0349825087
lid,dichtdoen,0.0110013928,0.0110053205
lid,potdeksel,0,0.9999441031
entanglement,relatie,0.0169024267,0
entanglement,verleden,0.0200028718,0
entanglement,romance,0.0154022113,0
entanglement,momenteel,0.0502072082,0.0138816681
entanglement,stuiten,0.0200028718,0.0202097816
entanglement,romantiek,0.1498215096,0
belong,thuis,0.1059498492,0
belong,hier,0.055776186,0
belong,insteken,0,0.0216665976
belong,toebehoren,0,0.46329187
belong,behoren,0,0.1914743826
belong,barst,0,0.0122328751
belong,kapsones,0,0.0357321311
belong,van,0.0489898882,0
belong,fluweel,0,0.0151640895
belong,kool,0.0390135628,0.0142534377
belong,mi,0,0.0221322484
belong,hij,0.0557336612,0
belong,horen,0.038156679,0
belong,dragen,0,0.0263638919
belong,bijhoren,0,0.0666666667
enema,erg,0.0151358877,0
enema,zeker,0.0144219308,0
kiwi,kiwi,0.6022300511,0.9414979428
kiwi,normaal,0.0113746232,0
kiwi,nieuw-zeeland,0.1249958595,0.0665997816
dine,diner,0.020714538,0
dine,eten,0.0681436871,0
dine,gaan,0.0714294414,0
dine,banket,0,0.0118328685
dine,luxemburg,0.0164287715,0.0346666174
dine,pakken,0.0240002923,0
dine,romantisch,0.0285717766,0
dine,nodigen,0.0714294414,0.0161475374
dine,tafel,0.0232859979,0
dine,eettafel,0.0204288202,0.0207541259
dine,goed,0.0204288202,0
dine,dineren,0.2552888235,0.1335076889
paul,zo,0.0303266069,0
paul,daarbinnen,0,0.0112997385
paul,conclusie,0.0250801039,0
paul,zwaaien,0,0.0103623891
paul,lesgeven,0,0.0278415506
paul,neerslaan,0,0.0302831888
paul,bouwbedrijf,0,0.0124997556
paul,dit,0.0303266069,0
paul,blowen,0,0.0105055243
paul,deze,0.0100987601,0
paul,paulus,0.0111350506,0.4296667246
paul,bakboord,0,0.0118585373
paul,jezus,0,0.0333670791
release,geul,0,0.012006003
release,proefdier,0,0.0416617741
release,loskomen,0,0.0285929725
release,los,0.0680024751,0.0455683272
release,vrij,0.0323035502,0.0350230601
release,verlossen,0,0.0126561327
release,publiceren,0,0.01698477
release,vrijlaten,0.0568506788,0.3442301976
release,niet,0.0138931276,0
release,mededogen,0.0138931276,0.142818253
release,huis,0.0278242391,0
release,loslaten,0,0.0349187292
release,ontspanning,0,0.0156533738
release,publicatie,0,0.1693797682
release,gerief,0,0.0277634386
release,aanvallen,0.0277862553,0.0713632136
release,verzwijgen,0,0.0857908902
release,bevrijden,0,0.0322697119
release,hebben,0.0100864107,0
release,laat,0.0239239658,0
release,opgraven,0,0.1249996179
release,afschieten,0,0.1016307027
release,overdragen,0,0.0133387147
release,aan,0.0277862556,0
release,bevrijding,0,0.2246604129
release,toelating,0,0.0199984035
release,verlossing,0.0292589268,0.1637562736
release,ontlading,0,0.1185999984
release,retourneren,0,0.0502067206
release,gerechtelijk,0,0.0129869049
exact,gelofte,0.0123326551,0.0490093259
exact,veeleisend,0.0912449817,0.0120191881
exact,vlaag,0.0833287505,0.0195200998
exact,tier,0.0185823114,0.0833323528
exact,voorbeeld,0.0185823114,0
exact,iemand,0,0.0250061443
exact,uitgekookt,0.0416643752,0.0286
exact,exact,0.0218321326,0.0699236758
exact,echt,0.0185823114,0
exact,nauwkeurig,0.0416643752,0
exact,precies,0.2104052816,0.0111300166
antique,ding,0.0100267996,0
antique,platina,0.0250669991,0.0199998765
antique,oldtimer,0,0.0835
antique,nee,0.0125334995,0
antique,oudheid,0,0.0416026168
antique,antiek,0.4984828047,0.6429802223
antique,kunstgeschiedenis,0.0140876535,0.0592026113
antique,antiquariaat,0.0501339982,1
antique,voorwerp,0.0100267996,0.0120134368
unnecessary,onnodig,0.4371197429,0.4042154738
unnecessary,overbodig,0.1173207392,0.1844807324
unnecessary,nodig,0.2158101666,0
envy,jaloers,0.2161877575,0.0221815525
envy,zelfingenomen,0,0.0151646391
envy,komisch,0,0.0117905675
envy,afgunst,0.1643748001,0.7144982121
envy,jaloersheid,0.0640879057,0.2659160314
envy,afgunstig,0,0.125
envy,egoïsme,0,0.249931721
envy,nijd,0.0218452881,0.5421801538
envy,benijden,0.0671097323,0.6165322639
envy,swing,0,0.0145094109
envy,jaloezie,0.0693131475,0.0592852126
rarely,weinig,0.014291805,0
rarely,gedrag,0.0137201328,0.0714130316
rarely,uiteraard,0.014291805,0
rarely,nooit,0.1472055912,0
rarely,zelden,0.419607394,0.5613331579
rarely,vreemd,0.014291805,0
rarely,toe,0.014291805,0
rarely,vaak,0.0192939367,0
rarely,eigenlijk,0.0134342967,0
inherit,miserie,0.0303075399,0.0202499971
inherit,erf,0.0106485951,0.025609715
inherit,erfelijk,0,0.0402857142
inherit,beheren,0.0910136333,0
inherit,hier,0.0227534083,0
inherit,erfenis,0.0110126496,0
talon,bezorgd,0.0169983178,0
talon,centrum,0.0180696404,0
talon,klauw,0.0367820743,0.2051324778
bos,directrice,0,0.0159912038
bos,neef,0,0.0625935657
bos,plezieren,0,0.1428886048
bos,chef,0.041577432,0.0579757538
bos,optelsom,0,0.0497610659
bos,baas,0.5110317203,0.5979700164
bos,vrouw,0,0.0104104576
bos,overduidelijk,0,0.125059765
bos,het,0.0223383613,0
bos,nieuws,0,0.0400330398
bos,even,0.0221391723,0
bos,jij,0,0.0150884674
bos,wie,0,0.0233290812
bos,koop,0.0111138645,0
bos,werkgever,0,0.030966551
bos,hemdje,0,0.0612653157
bos,commanderen,0,0.0214903792
bos,bedrijfsleider,0,0.0999690136
bos,bos,0.1344954719,0.1135486652
bos,gastvrijheid,0,0.0126707305
bos,goudvis,0,0.1667499912
bos,gewricht,0,0.0262368816
entertain,amusant,0.0189627343,0.0557937049
entertain,ontvangen,0.0208063335,0
entertain,tijdverdrijf,0,0.0834997657
entertain,bezighouden,0,0.0271666952
entertain,vertier,0,0.0203411627
entertain,entertainen,0.0114829891,0.9443333293
entertain,vermaak,0.0136426339,0.0221242859
entertain,wij,0.052674262,0
entertain,overdenken,0,0.0136588664
entertain,visite,0,0.0939031772
entertain,weduwnaar,0.026337131,0.0167450165
entertain,bezig,0.0694246773,0
entertain,leuk,0.0105875267,0
entertain,samenspel,0,0.25
entertain,dorstig,0,0.0341997106
entertain,kinderverkrachter,0,0.083406787
entertain,krib,0,0.5001580499
entertain,vergaan,0,0.0153916338
entertain,opvoering,0,0.248687828
entertain,antwoord,0.0175405293,0
entertain,amuseren,0,0.0915367637
entertain,vermaken,0.125838812,0.2402267019
juice,opbrengst,0,0.0100223049
juice,jus,0.016343085,0.0878186579
juice,juice,0.0973918862,0.8773045567
juice,oraal,0,0.0164031245
juice,fruitsap,0.0158984217,0.6785862996
juice,dorange,0,0.5931017221
juice,grenadine,0,0.2411205603
juice,vruchtensap,0.0133875829,0.7233590776
juice,vaderlijk,0,0.3332222592
juice,sop,0,0.01974999
juice,chocola,0,0.047878198
juice,opvoeren,0,0.0299940991
juice,nou,0.0277944435,0
juice,opdrijven,0,0.0644302542
juice,zuur,0.0262935435,0
juice,sinaasappelsap,0.0192351107,0.709622885
juice,appelsap,0,0.5499251265
juice,likeur,0,0.0326771455
juice,sap,0.2154633097,0.8374987751
juice,idee,0.0277944435,0
juice,siroop,0,0.018194325
juice,inpikken,0,0.0537058506
juice,gezellig,0.0277944435,0
juice,body,0,0.0418801309
uninformed,schudden,0.1640779288,0
good-looking,mooie,0.0127750303,0
good-looking,terneergeslagen,0,0.0326774645
good-looking,knap,0.2271733645,0.0168401777
good-looking,ongeloofwaardig,0,0.0319986937
good-looking,mooi,0.1026445911,0.0179073567
good-looking,uit,0.1731849756,0
good-looking,zien,0.1110872198,0
folk,bejaardentehuis,0,0.0832735891
folk,bevolking,0,0.0119821024
folk,bevuilen,0,0.0417373818
folk,volksdans,0,0.486
folk,zolang,0,0.0127230812
folk,volkslied,0,0.0139961989
folk,volk,0.050839869,0.0272960426
folk,volksdansen,0,0.3327702158
folk,sad,0,0.2499903872
folk,misser,0,0.0201878769
folk,postcode,0,0.0149985544
folk,hebben,0.0177853372,0.010440151
folk,moeten,0,0.0102168366
folk,rusthuis,0,0.0214193612
folk,subtiel,0.0344677078,0
folk,lui,0.0279188433,0.0147467286
folk,weten,0.0344677078,0
folk,folk,0,0.9746666667
folk,fatsoen,0.0322962422,0
folk,lijdzaam,0,0.045464992
folk,super,0,0.0555986424
tape,nu,0.0106912891,0
tape,paperassen,0,0.0667339759
tape,band,0.0659220337,0.0546678987
tape,opnemen,0,0.0173321535
tape,videoband,0,0.2401615094
tape,verkopen,0.0113737118,0
tape,afsluiting,0,0.0244365999
tape,inschrijven,0,0.1428349381
tape,zes,0.0454948473,0
tape,cassette,0,0.206464356
tape,videos,0.0116921757,0.0390146916
tape,videoclip,0,0.0192499977
tape,lullen,0.0173790317,0
tape,sok,0.0174245265,0
tape,aanval,0.0454948473,0
tape,bureaucratie,0,0.2216487818
tape,video,0.016287156,0.1037530053
tape,casette,0,1
tape,rompslomp,0,0.1249998808
tape,lint,0.0124200933,0.2435913379
tape,bandopnemer,0,0.071
tape,blauw,0.0227474236,0
tape,filmen,0,0.0896926216
tape,bewijs,0.0454948473,0.0177760573
tape,bandopname,0,0.3750181428
tape,afdraaien,0,0.0699991609
tape,tape,0.148775341,0.7588241512
tape,plak,0,0.0146021755
tape,staat,0,0.0437826229
tape,filmopname,0,0.2949999851
tape,opname,0,0.0608406878
tape,meetlint,0,0.0854757025
tape,duimspijker,0,0.504
tape,plakband,0.0136485642,0.5381094587
detour,walgelijk,0.0166663616,0
detour,doen,0.0166663616,0
detour,omweg,0.1309987106,0.3746445912
detour,afslaan,0.0383326317,0.0156026132
detour,omleiding,0.033000971,0.238563775
detour,langskomen,0.0283328147,0
detour,ommetje,0.0145830664,0.045281266
detour,zijn,0.0163330344,0
detour,nemen,0.0267495104,0
picket,dancing,0.0498827998,0.0833376447
picket,tuinhek,0,0.9999999966
picket,staking,0,0.0101689215
picket,bewaking,0.0281902796,0
picket,demonstratie,0.0249913827,0
picket,demonstreren,0.0498827998,0.0586387748
picket,afzetting,0,0.0208286573
picket,staken,0.0999655306,0.0296398473
picket,tegenstrijdig,0,0.013985913
picket,piket,0.0249913827,0.1665832916
politics,nu,0.0333254563,0
politics,politiek,0.8142221049,0.5572078992
politics,euh,0,0.0333586711
politics,zonde,0,0.0294006348
politics,vandaag,0,0.0101584188
manufacturer,kleermaker,0,0.1102787219
manufacturer,edelsmid,0,1
manufacturer,maker,0.0276193922,0
manufacturer,trainen,0.0154968536,0
manufacturer,producent,0.0326596189,0
manufacturer,opsporen,0.0312436564,0
manufacturer,fabricage,0.0259947221,0.22248883
manufacturer,karton,0,0.0170028262
manufacturer,fabriek,0.021370661,0
manufacturer,fabrikant,0.3328074276,0.8072133422
homecoming,terugkeer,0,0.0100902454
homecoming,ook,0.0908861064,0
homecoming,reünie,0.0265387431,0.048587416
homecoming,kennen,0.0103610161,0
homecoming,bal,0.0349002649,0.0370476868
homecoming,thuiskomst,0.123877763,0.4392215651
homecoming,feest,0.0163058764,0
homecoming,lastigvallen,0.0116334216,0
homecoming,koningin,0,0.0625066787
homecoming,schoolfeest,0.0125440004,0.0296994463
ride,mee,0.0114254574,0
ride,pad,0.0166686688,0
ride,thuisbrengen,0,0.041817514
ride,begeleiding,0,0.0333339941
ride,kabelbaan,0,0.0497624405
ride,meerijden,0,0.4226959747
ride,rit,0.0763290063,0.5161642284
ride,attractie,0,0.2703418477
ride,bob,0.0166601055,0.0217441045
ride,volgen,0.0166601055,0
ride,kar,0,0.0264671565
ride,maken,0.0304546729,0
ride,terugweg,0,0.0656773898
ride,we,0.0340532556,0
ride,surfen,0,0.1453129038
ride,vervoer,0,0.0499381432
ride,wegbrengen,0,0.0171797466
ride,fietstocht,0,0.2509935369
ride,varen,0,0.0332034177
ride,maling,0,0.0102409578
ride,rijden,0.0266463623,0.0244702276
ride,zitten,0,0.0119481719
ride,boffen,0,0.0497705688
ride,onderpand,0,0.0101012403
ride,brouwerij,0,0.0121581399
ride,medewerking,0,0.0334698144
ride,spookhuis,0,0.0247438264
ride,rechtstreeks,0,0.0117813554
ride,fietsen,0,0.071026767
ride,vervelen,0.0166601055,0.0123919751
ride,rij,0,0.0239001612
ride,racewagen,0,0.0823160744
ride,home,0,0.0588260069
ride,doorrijden,0,0.0124521299
ride,rel,0,0.0500237243
ride,pimp,0,0.1999599936
ride,reis,0.0182594912,0
ride,paardrijden,0,0.2041280942
ride,ondergaan,0,0.0116502147
ride,lift,0.0441492795,0.0969016213
satisfied,voldoening,0,0.0495542718
satisfied,tevreden,0.6966251912,0.1737188302
satisfied,zijn,0.0414479504,0
satisfied,kneden,0,0.0317420431
biscuit,liggen,0.0499957293,0
biscuit,brood,0.0248978732,0
biscuit,bevuilen,0,0.0417373818
biscuit,biscuit,0.1410879481,0.8541666667
biscuit,druif,0,0.0121686453
biscuit,ecru,0,0.5
biscuit,beschuit,0.0185984113,0.424062019
biscuit,ruiken,0.0248978732,0.016280992
biscuit,fotogeniek,0,0.0370122243
proclaim,zeggen,0.0123552656,0
proclaim,verkondigen,0.2053645498,0.3135895871
proclaim,roepen,0.0106856351,0
athletics,leraar,0.0413576686,0
athletics,sport,0.064037689,0
athletics,atletiek,0.2701589742,0.1934355825
asleep,winterslaap,0,0.0123924131
asleep,opblijven,0,0.0114022241
asleep,doodop,0,0.0188031717
asleep,zorg,0.0641325801,0
asleep,te,0,0.0123348577
asleep,kalf,0.0665966564,0
asleep,schat,0,0.0169180406
asleep,slaapje,0,0.0333667
asleep,slapen,0.1016930943,0.0498706592
asleep,al,0.0628672627,0
asleep,inslapen,0,0.0238172527
asleep,slaap,0.1669578176,0.0732451358
asleep,slaapwandelen,0,0.0111914382
silo,vrijmaken,0.0764731907,0.0703317201
silo,silo,0.4640721569,0.6712347826
silo,graanschuur,0,0.1665832916
opal,opaal,0.0921322738,0.6199999959
opal,god,0.1147590594,0
opal,orde,0.0102508092,0
remove,uittesten,0.0119164838,0.0211586896
remove,kiem,0,0.0229995347
remove,af,0.049334243,0
remove,gebit,0,0.0546810206
remove,laser,0,0.0247000611
remove,verwijderen,0.1270776488,0.2849977739
remove,langzaam,0.0156344268,0
remove,moeten,0.014013785,0
remove,even,0.0234516401,0
remove,opheffen,0,0.0178695536
remove,weghalen,0.0253106116,0.087052526
remove,gestapo,0,0.0556573242
remove,wegnemen,0,0.0175038277
remove,knobbel,0,0.0223093409
remove,ruimen,0,0.0155074641
remove,halen,0.0121548137,0
remove,amputeren,0,0.0547196478
remove,ijzersterk,0,0.0555277639
remove,folie,0.0237853017,0
remove,nadat,0.0322698381,0
remove,weekeinde,0,0.0102551276
remove,bbc,0.0119164838,0
remove,afzetten,0,0.011305072
remove,horloge,0,0.0909277592
remove,kaal,0,0.0110181248
remove,worden,0.0458546297,0
remove,afdoen,0,0.0231720307
remove,meenemen,0.0477136012,0
remove,doorgeven,0.0153960971,0
remove,uitdoen,0,0.0132813703
prowl,onderzeeër,0.076914509,0
prowl,sluipen,0.0144599277,0
prowl,prooi,0.0384572545,0
prowl,jagen,0.0144599277,0
prowl,snuffelen,0.076914509,0
prowl,verder,0.0379957674,0
prowl,ronddolen,0,0.1121969258
prowl,jacht,0.1089109447,0.0325935632
puberty,zestien,0.070294394,0
puberty,pubertijd,0.1331592993,0.2661056439
puberty,puber,0.0240029638,0.0221928001
puberty,volwassen,0.023860089,0
puberty,puberteit,0.410927263,0.7081165406
iron,groepering,0,0.0185024499
iron,strijk,0.0443166405,0.4661667957
iron,krik,0,0.0196533568
iron,staal,0.0107946347,0
iron,zo,0.0344876509,0
iron,bout,0,0.0357498901
iron,gietijzer,0,0.5304222931
iron,masturberen,0,0.0166749135
iron,boeien,0.0322114659,0.0139661654
iron,trechter,0,0.0417392921
iron,waterleiding,0,0.2000517652
iron,waarom,0.0114843877,0
iron,strijken,0.1060858106,0.3886096628
iron,smeden,0.0159896475,0.0676022981
iron,gladstrijken,0,0.0559770105
iron,moersleutel,0,0.1999101116
iron,zeven,0,0.0500007343
iron,kanjer,0,0.0415472699
iron,strijkplank,0,0.6278149512
iron,spoelen,0.0344876509,0
iron,stijltang,0,1
iron,blaffer,0,0.0426951006
iron,wafelijzer,0,0.3749902095
iron,krultang,0,0.3253408162
iron,ijzer,0.0915227072,0.4565500196
iron,uitrusting,0,0.0109997701
iron,strijkijzer,0,0.9034992468
iron,tirannie,0.0344876509,0.0999994063
algebra,wiskunde,0.1492201833,0
algebra,algebra,0.6702770722,0.9063365373
algebra,rotzooien,0.0396968526,0
tumble,val,0.0101809154,0
tumble,tuimelen,0.0220889505,0.875
tumble,neerkomen,0,0.0279914443
tumble,rollebollen,0,0.085038496
tumble,ronddraaien,0,0.0417980804
tumble,beweging,0.0302700433,0
tumble,stoppen,0.0101809154,0
tumble,bushalte,0.0258158927,0
tumble,lelijk,0.0100900144,0
tumble,verfraaiing,0,0.4999999997
tumble,sprinkhaan,0,0.0625062006
tumble,razen,0,0.07664371
tumble,waggelen,0.0907192287,0.249949836
tumble,afbreken,0.0434506927,0
tumble,slop,0.0101809154,0.0539614146
apple,telen,0,0.1229750994
apple,appel,0.3071801767,0.6328477523
apple,pruim,0.0162223112,0
apple,stroop,0.0434914508,0.1427612126
apple,verstoren,0,0.0184903543
apple,appelboom,0,0.5987076255
apple,oogappel,0,0.1069371328
apple,apple,0.068419186,0.8602505172
apple,appeltaart,0,0.2210697721
apple,paar,0.0434914508,0
apple,anders,0.0434914508,0
apple,appelsap,0,0.2822913979
apple,maken,0.0434914508,0
apple,goeiemorgen,0,0.1428476661
apple,appelwijn,0,0.3333090987
apple,appelmoes,0,0.0903333333
renaissance,vernieuwing,0.0250221901,0.0217453517
renaissance,land,0,0.0134447964
renaissance,renaissance,0.8637660014,0.7910704554
stop,voorkomen,0,0.0315609216
stop,tegenspreken,0,0.03340544
stop,bescheidenheid,0,0.0114383723
stop,para,0,0.1
stop,remmen,0,0.0518160916
stop,bijverdienen,0,0.0247656098
stop,kappen,0,0.0347107955
stop,peilen,0,0.0100097642
stop,op,0.0278088993,0.0118488048
stop,pak,0.0110749294,0
stop,stuiten,0,0.047222856
stop,eindelijk,0,0.0114790767
stop,verhinderen,0,0.1567818414
stop,annuleren,0,0.0103374653
stop,lassen,0,0.0175083771
stop,weglaten,0,0.0201908329
stop,halte,0.0106491885,0.6456965698
stop,triestheid,0,0.0152477045
stop,tom,0.0110749294,0
stop,heide,0,0.0162637238
stop,aanhouden,0,0.0303011116
stop,overdrijven,0.0110749294,0
stop,eindpunt,0,0.1800248804
stop,alstublieft,0,0.0172486243
stop,onderbreken,0,0.0106840509
stop,venetië,0,0.0110040875
stop,horen,0.0110860043,0
stop,babbel,0,0.0150075221
stop,stelpen,0,0.0609512366
stop,engels,0,0.0606961064
stop,stopbord,0,0.0197450637
stop,binnengaan,0,0.069839444
stop,heenweg,0,0.0636666616
stop,kap,0,0.0347609128
stop,kloppen,0,0.0833569108
stop,lange,0,0.0159146726
stop,hela,0,0.025189836
stop,vloeien,0,0.0560814611
stop,rustplaats,0,0.0802780151
stop,bushalte,0,0.1096670553
stop,dorange,0,0.1074731313
stop,ongelukkige,0,0.0833863712
stop,tegenhouden,0,0.3796228077
stop,tegen,0.0130403324,0.019904758
stop,rede,0,0.0371019205
stop,extase,0,0.0128295883
stop,onnozel,0,0.0278743599
stop,spijt,0.0110749336,0
stop,stopzetten,0,0.2722962715
stop,stoppen,0.0896222392,0.3692014639
stop,zorro,0,0.0625263252
stop,zier,0,0.0123329662
stop,afleren,0,0.0844788803
stop,gehuil,0,0.0703241693
stop,ophouden,0.0243680165,0.4152075198
stop,stop,0.2311612332,0.6634910614
stop,yes,0,0.0415470703
stop,klep,0.0110749294,0
stop,met,0.0106943961,0
stop,zo,0.0110306369,0
stop,afdoen,0,0.0230035653
stop,balanceren,0,0.0387238827
stop,weerhouden,0,0.070892695
